道具id;道具名称;描述;稀有度
820270;成就-冒险大师;使用后可解锁成就：冒险大师;金
820269;成就-冒险新手;使用后可解锁成就：冒险新手;金
820224;成就-我才是全真派掌门;使用后可解锁成就：我才是全真派掌门;金
820223;成就-结盟全真教;使用后可解锁成就：结盟全真教;金
820222;成就-无惧全真教;使用后可解锁成就：无惧全真教;金
820221;成就-我才是五毒教掌门;使用后可解锁成就：我才是五毒教掌门;金
820220;成就-结盟五毒教;使用后可解锁成就：结盟五毒教;金
820219;成就-无惧五毒教;使用后可解锁成就：无惧五毒教;金
820215;成就-我才是玄机门主;使用后可解锁成就：我才是玄机门主;金
820214;成就-结盟玄机门;使用后可解锁成就：结盟玄机门;金
820213;成就-无惧玄机门;使用后可解锁成就：无惧玄机门;金
820212;成就-我才是赤刀门主;使用后可解锁成就：我才是赤刀门主;金
820211;成就-结盟赤刀门;使用后可解锁成就：结盟赤刀门;金
820210;成就-无惧赤刀门;使用后可解锁成就：无惧赤刀门;金
820206;成就-我才是武当派掌门;使用后可解锁成就：我才是武当派掌门;金
820205;成就-结盟武当派;使用后可解锁成就：结盟武当派;金
820204;成就-无惧武当派;使用后可解锁成就：无惧武当派;金
820203;成就-我才是天阴教掌门;使用后可解锁成就：我才是天阴教掌门;金
820202;成就-结盟天阴教;使用后可解锁成就：结盟天阴教;金
820201;成就-无惧天阴教;使用后可解锁成就：无惧天阴教;金
820197;成就-我才是峨嵋派掌门;使用后可解锁成就：我才是峨嵋派掌门;金
820196;成就-结盟峨嵋派;使用后可解锁成就：结盟峨嵋派;金
820195;成就-无惧峨嵋派;使用后可解锁成就：无惧峨嵋派;金
820194;成就-我才是少林派掌门;使用后可解锁成就：我才是少林派掌门;金
820193;成就-结盟少林派;使用后可解锁成就：结盟少林派;金
820192;成就-结盟逍遥仙宫;使用后可解锁成就：结盟逍遥仙宫;金
820191;成就-无惧逍遥仙宫;使用后可解锁成就：无惧逍遥仙宫;金
820190;成就-无惧少林派;使用后可解锁成就：无惧少林派;金
820189;成就-我才是五岳宗掌门;使用后可解锁成就：我才是五岳宗掌门;金
820174;成就-侠之大者;使用后可解锁成就：侠之大者;金
820121;成就-少林派之友;使用后可解锁成就：少林派之友;金
820120;成就-丐帮之友;使用后可解锁成就：丐帮之友;金
820119;成就-五岳宗之友;使用后可解锁成就：五岳宗之友;金
820118;成就-长生门之友;使用后可解锁成就：长生门之友;金
820117;成就-龙门镖局之友;使用后可解锁成就：龙门镖局之友;金
820115;成就-铸剑山庄之友;使用后可解锁成就：铸剑山庄之友;金
820099;成就-白衣之王;使用后可解锁成就：白衣之王;金
820098;成就-风起云涌;使用后可解锁成就：风起云涌;金
820094;成就-白衣传人;使用后可解锁成就：白衣传人;金
820093;成就-隐者末日;使用后可解锁成就：隐者末日;金
820092;成就-隐居之人;使用后可解锁成就：隐居之人;金
820091;成就-流浪武士末日;使用后可解锁成就：流浪武士末日;金
820090;成就-流浪武士击退;使用后可解锁成就：流浪武士击退;金
820089;成就-木兰花凋;使用后可解锁成就：木兰花凋;金
820072;成就-武侠小说看多了;使用后可解锁成就：武侠小说看多了;金
820071;成就-兵家常事;使用后可解锁成就：兵家常事;金
820069;成就-京城完美结局;使用后可解锁成就：京城完美结局;金
511001;《凌波仙子舞》秘籍;;金
511002;《龟息功》秘籍;;绿
511003;《无相神功》秘籍;;橙
511004;《北冥鲲吞功》秘籍;;金
412701;太华剑;华山剑宗祖师佩剑，柄身若竹，柄首若菊，剑格似兰，点缀以梅花，非君子不能驾驭。;暗金
412702;黑曜巨剑;天外玄铁所制，重达九九八十一斤，故有力压万钧一说，被澹台灭明故意遗留于海外。后来被黄齐山所得，本欲融成其他神兵利器，但千锤百炼过后纹丝不变，最终放弃。;暗金
511007;《天山掌法》秘籍;;白
412704;纯阳宝剑;全真教镇派之宝，相传为王中阳梦中得纯阳真人所授，斩寇无数。后重阳真人出家修道，甚少持剑伤人，仍锋锐异常，一尘不染。;暗金
412705;灵蛇吐信剑;剑身犹如一条金蛇，蜿蜒锋利;暗金
412706;北斗七星剑;相传为铸剑山庄祖师于泰山观星时，见流星所化。祖师得剑后就地修建观星台，开宗立派。;暗金
412707;素手仁心针;长生门镇派之宝。长生门祖师莫天师于万寿洞中，与延年益寿功一同发现。;暗金
412708;倚天剑;峨嵋派秘宝。诗云：“安得倚天剑，跨海斩长鲸”实乃剑中至尊;暗金
412709;真武剑;武当镇派宝剑，相传为火龙真人所授。张三丰持此剑如真武荡魔，历经百年而丝毫未损。;暗金
511014;《扶摇腿法》秘籍;;紫
511015;《逍遥腿法》秘籍;;绿
412712;石剑;从月牙村小溪中挖出的老旧石头武器，并非天然形成，定是某位高人用过。;暗金
412713;越王剑;短小精悍，锋利无比，历久弥新，不可多得的宝剑。;暗金
412714;熟钢剑;生产系统产出的基础暗金装备，属性较高，并无什么特殊能力。;暗金
412715;冷钢剑;生产系统产出的基础暗金装备，属性较高，并无什么特殊能力。;暗金
412716;飞雪剑;剑身通体雪白，细长柔韧，挥剑快速如同看见飞雪一般，十分漂亮。;暗金
511021;《无上元气针》秘籍;;暗金
412718;红霖剑;持剑之人，常能带来腥风血雨。;暗金
412719;绝无此剑;一把好到世上不应存在的剑，那到底存不存在呢。存在的，当你看到这把剑时，它就是了。;暗金
412720;晨星剑;;暗金
412721;问心剑;强者的敌人，从来都不是别人，而是自己;暗金
412722;七星龙渊;七星者，乃先人凿山放水，引至剑炉旁，水流天然呈北斗七星环列之故也。龙渊者，乃剑成之后端详剑身，如同登高俯望，飘渺深邃如卧龙在渊之故也。;暗金
412723;神剑·干将莫邪;由名剑·干将强化而成的神剑。其威力比干将更甚，手持可退万军。;暗金
412724;名剑·干将;玉棋子集铸剑山庄数十年的智慧精华，所还原的名剑。总觉得尚有潜力待发掘。;暗金
412725;飞刀;总长三寸七分，据说是某位大侠所用之物。;橙
820014;成就-观察新手;使用后可解锁成就：观察新手;金
820007;成就-奇门高手;使用后可解锁成就：奇门高手;金
820006;成就-观察达人;使用后可解锁成就：观察达人;金
820005;成就-腿法高手;使用后可解锁成就：腿法高手;金
820004;成就-拳掌高手;使用后可解锁成就：拳掌高手;金
820003;成就-暗器高手;使用后可解锁成就：暗器高手;金
820002;成就-刀法高手;使用后可解锁成就：刀法高手;金
820001;成就-剑法高手;使用后可解锁成就：剑法高手;金
551504;《欢喜禅》秘籍;;蓝
551505;《静坐禅》秘籍;;蓝
551605;《蓄阳怀柔》秘籍;;金
552001;《风流蝶刺》秘籍;;紫
552002;《破机斩线刀》秘籍;;橙
552003;《催命煞针》秘籍;;橙
551704;《岱宗造化功》秘籍;;橙
805006;宇文藏宝图;已经打开的宇文藏宝图;橙
805005;未鉴定的宇文藏宝图;在宇文山庄密室中摘录的宝图，记录着先祖从前的藏宝地点，有更大的几率产出《江湖濯玉录》专属道具。使用：开启洞穴入口;橙
801092;蒋仁的信件-大理;蒋仁给大理的知府写的求援信。;橙
801091;蒋仁的信件-杭州;蒋仁给杭州的知府写的求援信。;橙
801090;蒋仁的信件-广州;蒋仁给广州的知府写的求援信。;橙
801089;蒋仁的信件-开封;蒋仁给开封的知府写的求援信。;橙
801084;六扇门弟子令;六扇门弟子身份的证明，凭此令可以在世界地图上选择据点后直接移动。;暗金
801083;陨铁;存世极少的天外陨铁。;暗金
801082;荒古锻胚;由荒古时代流传下来的锻胚，蕴集了上百代名匠的心血，仿佛有生命一般。;暗金
801081;刀币;在铸剑山庄的玉鸣子处兑换道具的凭证。<color=red>该道具无法带出。</color>;橙
801080;《列子诸考·空》;记载了古时各国民间遗风，包含不少有趣的小故事。使用：尝试将5本残卷拼合，获得更多线索;橙
801074;山贼头巾;击败地图上游荡山贼的证明，可以用于在官府兑换奖励。;暗金
801073;麒麟币;在毁天灭地剧本中用于兑换秘籍、残章等物品的专用货币。;暗金
801072;叶子钱;叶子戏对弈中胜者的奖励，可以用来抽奖签。;暗金
801070;年集帖;元日年集不收铜钱，几乎所有吃喝玩乐买卖都用此年集帖。;金
801069;延命金丹;花纹好似太极形状的丹药。在剧本中使用：神秘真气的爆发时间延长2个月;暗金
801059;刀亲王的信;暂无描述;白
801058;四相云纹镯;阮天凌赠予张三丰的手镯;暗金
801057;《翻修》;记录了关于宇文山庄的信息，可以交给徐超渊以解锁新的观察志条目。;白
801056;观察志7-5;交给徐超渊;白
801021;《天阳大全经》;张三丰委托你交还少林的《天阳大全经》手抄本;金
801020;断开的手镯;阮天凌赠予张三丰的手镯;橙
801019;工钱;田老六的工钱;紫
801018;宇文庄施工图纸;残破的图纸，上面精细地绘制了施工所需的图样。;白
801017;武当派请柬;凭此请柬可参加武当派张三丰的百岁寿宴，获此殊荣的人可不多。;橙
801016;九黎信物;历史悠久的九黎人信物，只有得到九黎人信任的人才会持有。;白
801015;库房钥匙;地下钱庄库房的钥匙;蓝
801014;《山河锦绣图》;绘有壮丽河山的画卷，是打开宇文庄密室的关键物品。;金
801013;江灵露的伞坠;江灵露挂在红伞上的伞坠，白玉雕成，是母亲的遗物。;紫
801012;包打听密信·五;关于白衣教在京城情况的密信。白衣教正利用从开封抓走的孩童炼制三逆丹;白
801011;包打听密信·四;关于白衣教在广州情况的密信。白衣教正谋划着与某个团伙勾结攻占广州;白
801010;包打听密信·三;关于白衣教在杭州情况的密信。白衣教似乎打算破坏杭州比武擂台，煽动各派弟子对立;白
801009;包打听密信·二;关于白衣教在大理情况的密信。白衣教正谋划着抢夺神器蚩尤像;白
801008;包打听密信·一;关于白衣教在开封情况的密信。白衣教正在开封捉拿孩童送往京城，除此以外，它们在其他城市也有各自的计划。关于其他城市的密信现在正被包打听在开封的线人保管。;白
801007;踢馆令;踢馆门派的证明;紫
801006;号召成功;号召成功;白
801005;盘查-可疑;可疑;白
801004;盘查-有罪;有罪;白
511005;《破功化劲大法》秘籍;;金
511009;《二气掌法》秘籍;;紫
752005;《安神水》配方;使用：学会“安神水”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;绿
752004;《精良武学丹》配方;使用：学会“精良武学丹”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;绿
752001;《精良经验丹》配方;使用：学会“精良经验丹”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;绿
551803;《清幽腿法》秘籍;;金
806001;黑龙潭藏宝图;记录着黑龙潭宝藏的位置，在大理据点处于烈日天气下才能进入。使用：开启宝藏入口注：单局内只能获取一次宝藏;金
806002;昆仑山藏宝图;记录着昆仑山宝藏的位置，在昆仑山据点处于降雪天气下才能进入。使用：开启宝藏入口注：单局内只能获取一次宝藏;金
551506;《降龙禅》秘籍;;蓝
806004;未鉴定的宇文高级藏宝图;珍贵的宝图，记录着先祖从前的藏宝地点。使用：开启洞穴入口有更大几率获得专属于剧本《江湖濯玉录》的暗金装备。;金
806005;宇文高级藏宝图;已经打开的宇文高级藏宝图;金
551503;《沉思禅》秘籍;;蓝
551301;《落木无边》秘籍;;橙
551201;《江晖剑》秘籍;;橙
551003;《仙女拳法》秘籍;;橙
551002;《蕴冰心决》秘籍;;橙
551001;《碧潮玉箫》秘籍;;橙
550901;《嘤嘤嘤》秘籍;;蓝
511101;《赤刀刀法》秘籍;;白
511102;《惊魂刀法》秘籍;;蓝
511103;《饮血刀法》秘籍;;橙
511104;《赤刀神功》秘籍;;暗金
511105;《雪中行》秘籍;;蓝
511106;《血海魔功》秘籍;;金
511107;《赤刀经》秘籍;;绿
511108;《傲寒六诀》秘籍;;紫
550804;《冬阴功》秘籍;;金
550801;《猴拳》秘籍;;紫
511111;《魔心诀》秘籍;;暗金
511112;《噬魂刀法》秘籍;;紫
550703;《飞羽枪》秘籍;;橙
550607;《京城时局谱》秘籍;;金
550605;《杭州时局谱》秘籍;;橙
550604;《广州时局谱》秘籍;;橙
550603;《开封时局谱》秘籍;;橙
550503;《赤刀要诀》秘籍;;橙
550409;《火形刀》秘籍;;金
550408;《阴凝冰坚》秘籍;;金
550407;《妙手回春》秘籍;;橙
550406;《穿针引线》秘籍;;紫
550405;《花开富贵》秘籍;;紫
550404;《金钱镖》秘籍;;紫
550403;《夏济八想》秘籍;;紫
550402;《饮鸩止渴》秘籍;;紫
550401;《文刀》秘籍;;紫
550308;《般若掌》秘籍;;金
550307;《欲绝掌》秘籍;;金
550306;《袖里藏刀》秘籍;;金
550305;《咸猪手》秘籍;;橙
550304;《伤心拳》秘籍;;橙
550303;《云游四海》秘籍;;蓝
550302;《吹拉弹唱》秘籍;;蓝
550301;《和气生财》秘籍;;蓝
420104;女式布裙;时下非常流行的女式布裙，穿上可以让你明艳动人。;白
420105;捕快工作服;蓝色的背带裤加上红色帽子的经典工作服;白
520007;《老牛腿法》秘籍;;橙
520006;《打狗棍法·仿》秘籍;;橙
520005;《龟息神功》秘籍;;橙
520004;《卧溪浣泥》秘籍;;橙
520003;《七秒绝射》秘籍;;橙
520002;《一个大巴掌》秘籍;;橙
520001;《独步江湖剑法》秘籍;;橙
512314;《千叶机变刀》秘籍;;暗金
512313;《追魂夺命帖》秘籍;;暗金
512312;《神机傀道》秘籍;;暗金
512311;《傀儡始解》秘籍;;绿
512310;《机关片斩刀》秘籍;;蓝
512309;《袖中藏刀》秘籍;;白
512308;《乾坤百切斩》秘籍;;橙
512307;《五彩神砂》秘籍;;橙
512306;《银针飞花》秘籍;;蓝
512305;《天府操傀诀》秘籍;;暗金
512304;《无忧邪经》秘籍;;橙
512303;《毒性锻体》秘籍;;紫
512302;《潜藏要术》秘籍;;绿
512301;《毒蒺藜》秘籍;;白
512154;《菩萨的怜悯》天书;使角色获得《菩萨的怜悯》天赋：丐帮武学威力百分比增加10%;暗金
512153;《如来神掌》秘籍;;金
512143;《火焰神掌》秘籍;;暗金
512142;《百花流影》秘籍;;橙
512141;《奔血掌》秘籍;;橙
512127;《万象变幻功》秘籍;;暗金
512125;《洗髓录》秘籍;;暗金
512123;《龙泉剑法》秘籍;;橙
512122;《水上漂》秘籍;;橙
512121;《神行鬼步》秘籍;;紫
512023;《万法天罡拳》秘籍;;暗金
512022;《崩山赤冥拳》秘籍;;金
512021;《龙舞赤月拳》秘籍;;橙
512020;《七杀拳》秘籍;;紫
512019;《雷火拳》秘籍;;蓝
512018;《四绝拳》秘籍;;绿
512017;《石拳》秘籍;;白
512016;《寒月岚曦功》秘籍;;暗金
512015;《青丝承云功》秘籍;;金
512014;《八珍流云功》秘籍;;蓝
512013;《赤练玉流针》秘籍;;暗金
512012;《紫雨邪月针》秘籍;;金
512011;《无念离恨针》秘籍;;橙
512010;《玄阴疗伤》秘籍;;蓝
512008;《搜魂针》秘籍;;紫
512007;《毒龙胆》秘籍;;蓝
512006;《燕子飞针》秘籍;;绿
512005;《梅花镖》秘籍;;白
413607;霹雷刀;霹雷刀——武锋的刀，雷雨天在空旷地方举着它会被雷劈。;金
414705;霹雳雷火护腿;坚硬厚实的金属护腿，前面凿刻着火焰形的图案。;暗金
414706;蟾蜍毒杖;取蟾蜍毒液藏于护腿中，施展武学时，散发出腥臭之气;暗金
414709;熟钢护腿;生产系统产出的基础暗金装备，属性较高，并无什么特殊能力。;暗金
414710;冷钢护腿;生产系统产出的基础暗金装备，属性较高，并无什么特殊能力。;暗金
414711;千斤坠;;暗金
511918;《六相大力功》秘籍;;金
511917;《三阳神拳》秘籍;;橙
511916;《烈阳疗伤术》秘籍;;蓝
511914;《烈阳强身拳》秘籍;;蓝
511913;《护卫拳法》秘籍;;白
511912;《八门金锁棍》秘籍;;橙
511911;《烈阳真气》秘籍;;橙
511910;《四书五经精选集》秘籍;;白
511201;《黑月神针》秘籍;;蓝
511202;《日月万光神针》秘籍;;暗金
511203;《辟邪·无敌斩》秘籍;;暗金
511204;《天地剑法》秘籍;;白
511205;《日月剑法》秘籍;;蓝
511206;《青冥剑法》秘籍;;橙
511207;《吸星吞日大法》秘籍;;金
511208;《日月宝典》秘籍;;暗金
511209;《玄天真气谱》秘籍;;紫
511210;《黑木心法》秘籍;;绿
511211;《吸血大法》秘籍;;橙
511212;《金线飞针》秘籍;;橙
511213;《玄阳腿法》秘籍;;紫
511214;《幻月腿法》秘籍;;金
511215;《玄冥腿法》秘籍;;暗金
511216;《黑风腿法》秘籍;;绿
511909;《烈阳神功》秘籍;;暗金
511218;《七弦无形剑》秘籍;;绿
511908;《铁布衫》秘籍;;蓝
511907;《金钩枪术》秘籍;;蓝
511906;《禁军枪术》秘籍;;白
511905;《烈阳刀大法》秘籍;;金
415202;铁棍;;绿
511224;《鹰爪功》秘籍;;绿
511225;《穿心透骨》秘籍;;白
511226;《玄阴真经》秘籍;;暗金
511227;《摧坚神爪》秘籍;;紫
511228;《玄阴神爪》秘籍;;暗金
511229;《玄阴狂爪》秘籍;;金
511230;《飞檐走壁》秘籍;;橙
415203;阿刚的护腿;阿刚平日挑水、砍柴、劈叉时，保护自己的腿所用;绿
511852;《红尘一笑》秘籍;;暗金
511851;《白玉阵法》秘籍;;金
511850;《踏雪无痕》秘籍;;金
511848;《断情剑》秘籍;;金
511847;《光含刀法》秘籍;;金
420201;脏裤子;从小穿到现在的脏裤子，因为没怎么洗，整条裤子挺硬的;绿
420401;银丝衣;;紫
511813;《逐日元气掌》秘籍;;暗金
511812;《排云流火掌》秘籍;;橙
511811;《三阳灼雨拳》秘籍;;蓝
511810;《白莲心法》秘籍;;白
511809;《残玉心法》秘籍;;蓝
511808;《无咎神功》秘籍;;暗金
511807;《无誉心法》秘籍;;金
511806;《破壁神功》秘籍;;橙
511805;《相思断剑》秘籍;;紫
420402;百织黑衣;一件略显陈旧的黑色衣服，用料非常高级。隐隐有一丝令人有不祥的感觉。;紫
420501;金丝衣;;橙
420502;貂裘大衣;;橙
420503;贴身肚兜;春花贴身穿的肚兜，她为什么会把这东西给其他人？;橙
400301;不可见;作为空物品配在角色上;白
500033;《极雷辟心爪》残章;;暗金
500034;《虎王爪》残章;;蓝
511719;《七式惊涛刀法》秘籍;;紫
511718;《三式狂澜刀法》秘籍;;绿
511717;《长枪大戟十七式》秘籍;;暗金
500037;《拍拍掌》残章;;白
511712;《冰火掌》秘籍;;紫
511711;《龙门拳法》秘籍;;绿
511710;《冰火相融决》秘籍;;暗金
511709;《寒冰诀》秘籍;;紫
511708;《炙热心法》秘籍;;白
511707;《冷心决》秘籍;;绿
511706;《烈焰心法》秘籍;;橙
500038;《赤月熊丹掌》残章;;蓝
500039;《雷光巨熊掌》残章;;橙
500218;《五弦连珠镖》残章;;金
500233;《无心掌》残章;;橙
511618;《火尽薪传》秘籍;;暗金
511615;《大力断钢斩》秘籍;;暗金
511614;《祭血焚炉功》秘籍;;暗金
511613;《乱风棍法》秘籍;;紫
511612;《薪火无尽棍法》秘籍;;金
501722;《冰火九重天》残章;;暗金
511610;《开炉刀法》秘籍;;紫
511609;《黑铁刀法》秘籍;;绿
511608;《百炼心法》秘籍;;橙
511607;《抱炉功》秘籍;;蓝
511606;《铸剑诀》秘籍;;白
511605;《七星长空剑》秘籍;;暗金
501801;《金光交错刀法》残章;;紫
501813;《逐日元气掌》残章;;暗金
501814;《破风掌》残章;;白
501815;《尖冲剑法》残章;;绿
510011;《无双踩踏》秘籍;;蓝
510012;《踏破千军》秘籍;;橙
510013;《紫光玄武震》秘籍;;暗金
510014;《毒液》秘籍;;白
510015;《十字斩》秘籍;;蓝
511510;《绵里藏针决》秘籍;;紫
511509;《静心功法》秘籍;;绿
511508;《无上心法》秘籍;;金
511507;《银勾枪法》秘籍;;绿
511506;《齐眉棍法》秘籍;;蓝
511505;《十种自在法》秘籍;;暗金
510016;《碧鳞不二斩》秘籍;;橙
510033;《极雷辟心爪》秘籍;;暗金
510034;《虎王爪》秘籍;;蓝
510035;《星宇破空击》秘籍;;橙
510414;《易筋经》秘籍;;暗金
511414;《七伤棍法》秘籍;;金
511412;《寒霜掌》秘籍;;蓝
510415;《炎炎功》秘籍;;蓝
510416;《罗汉拳》秘籍;;白
511409;《三无三不刀》秘籍;;金
511307;《毒牙杖法》秘籍;;金
511308;《青龙棍法》秘籍;;绿
417101;木扇;;白
511310;《驱蛇术》秘籍;;绿
511311;《万毒心经》秘籍;;暗金
511312;《赤蛇冰蟾功》秘籍;;紫
510417;《大力金刚掌》秘籍;;蓝
511314;《万毒手》秘籍;;暗金
511315;《蛇形拳》秘籍;;白
511407;《乾坤颠倒神功》秘籍;;暗金
511317;《赤蛇神掌》秘籍;;紫
511318;《旱地神龙掌》秘籍;;橙
511319;《紫蟾神功》秘籍;;暗金
511320;《蛇行腿法》秘籍;;蓝
511321;《蟾跃腿法》秘籍;;橙
511322;《毒龙棍法》秘籍;;紫
511406;《无名腿法》秘籍;;白
510418;《千手观音掌》秘籍;;橙
510420;《一指禅功》秘籍;;紫
511326;《如影随形》秘籍;;蓝
510421;《如影随形腿》秘籍;;金
511309;《五毒虫术》秘籍;;金
511026;《青鸾凤舞》秘籍;;暗金
511025;《天残神脚》秘籍;;暗金
511023;《赤红凝露针》秘籍;;蓝
511022;《天山玄冰针》秘籍;;橙
511020;《冰尖针》秘籍;;白
511013;《化功绵掌》秘籍;;橙
511012;《天地无穷腿法》秘籍;;金
511011;《六阴破脉手》秘籍;;暗金
511010;《六阳一脉掌》秘籍;;金
753002;《优秀经验丹》配方;使用：学会“优秀经验丹”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;蓝
511008;《雪花掌法》秘籍;;蓝
511006;《四海独尊功》秘籍;;暗金
753005;《优秀武学丹》配方;使用：学会“优秀武学丹”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;蓝
510816;《道剑》秘籍;;橙
510813;《观天心法》秘籍;;橙
510812;《天罡北斗阵》秘籍;;金
510810;《纯阳拳法》秘籍;;暗金
510809;《五气朝元掌》秘籍;;橙
510808;《天地人三清掌》秘籍;;紫
510807;《昊天掌》秘籍;;绿
510806;《道经·先天功》秘籍;;暗金
510805;《全真心法》秘籍;;绿
510803;《一气化三清》秘籍;;蓝
510802;《全真剑法》秘籍;;白
510801;《飞雁齐飞功》秘籍;;蓝
510722;《御风诀》秘籍;;金
510721;《五岳独尊剑法》秘籍;;暗金
510719;《清风心法》秘籍;;蓝
510714;《四象刀法》秘籍;;蓝
510713;《太华混元掌》秘籍;;金
510712;《伏虎掌》秘籍;;紫
510711;《华山拳法》秘籍;;白
6000001;《长短手》天书;;紫
6000002;《香港脚》天书;;紫
6000003;《乱拳》天书;;绿
6000004;《众志成城》天书;;紫
6000005;《狗急跳墙》天书;;橙
6000006;《狗屎运》天书;;金
6000007;《世代为乞》天书;;橙
6000008;《第三只手》天书;;紫
6000009;《吃饱喝足》天书;;橙
6000010;《乞讨精通》天书;;橙
6000011;《强壮右手》天书;;蓝
6000012;《溜之大吉》天书;;紫
6000013;《感谢喂食》天书;;紫
6000014;《精准打击》天书;;橙
6000015;《兔急咬人》天书;;暗金
6000016;《小幸运》天书;;金
6000017;《偷袭》天书;;蓝
6000018;《习惯挨打》天书;;金
6000019;《乱花入眼》天书;;蓝
6000020;《玄机真传》天书;;橙
6000021;《玄机孽徒》天书;;橙
6000022;《融会贯通》天书;;橙
6000023;《桃花香》天书;;绿
6000024;《灵鳌入海》天书;;蓝
510514;《摧心铁掌》秘籍;;紫
510513;《武当绵掌》秘籍;;蓝
6000027;《踏波而行》天书;;蓝
6000028;《孤独避世》天书;;暗金
6000029;《奇门迷阵》天书;;暗金
6000030;《智商碾压》天书;;蓝
6000031;《飞花摘叶》天书;;蓝
6000032;《遁入花阵》天书;;金
6000033;《玄机酒》天书;;橙
6000034;《花香入脾》天书;;紫
6000035;《沧海潮生》天书;;暗金
6000036;《百花齐放》天书;;紫
6000037;《回雁剑锋》天书;;蓝
6000038;《飞针刺穴》天书;;绿
6000039;《靠谱队友》天书;;暗金
6000040;《强力队友》天书;;橙
6000041;《医术仁心》天书;;蓝
511402;《风云腿》秘籍;;蓝
511403;《三绝刀法》秘籍;;蓝
6000044;《南天柱石》天书;;金
511405;《归元心法》秘籍;;绿
413102;木刀;;白
413103;赤刀;赤刀门专属奇物，每当决斗胜利即可淬炼，淬炼度足够后便可升级为更强的赤刀，入门版;白
511408;《莲座刀法》秘籍;;橙
417201;铁扇;;绿
511410;《霸刀》秘籍;;绿
511411;《燃魔刀法》秘籍;;暗金
413108;菜刀;;白
413109;琥珀;;白
413110;血珀;;白
511415;《归藏棍法》秘籍;;暗金
510413;《少林烈阳功》秘籍;;橙
6000057;《格挡》天书;;蓝
6000058;《寸劲》天书;;橙
6000059;《蓄力》天书;;绿
6000060;《内丹》天书;;暗金
6000061;《圆转》天书;;暗金
6000062;《行脉》天书;;暗金
510405;《五虎断门刀》秘籍;;紫
6000064;《洞察》天书;;暗金
6000065;《拳精》天书;;白
6000066;《太极》天书;;暗金
6000067;《守护》天书;;金
6000068;《真武》天书;;紫
6000069;《绝意》天书;;橙
6000070;《铁爪》天书;;蓝
6000071;《虎扑》天书;;橙
6000072;《根性》天书;;绿
510314;《清心静气》秘籍;;绿
6000074;《戒律森严》天书;;紫
6000075;《护寺长棍》天书;;暗金
6000076;《阳刚之气》天书;;暗金
510310;《长生天风大阵》秘籍;;金
6000078;《受戒刀法》天书;;紫
6000079;《潜心修佛》天书;;暗金
510307;《长生心法》秘籍;;绿
510306;《七十二峰飞仙剑》秘籍;;暗金
510305;《五神剑法》秘籍;;橙
6000083;《持戒习武》天书;;蓝
6000084;《佛祖显灵》天书;;绿
6000085;《圣僧开光》天书;;金
6000086;《静心凝神》天书;;暗金
6000087;《慈悲心肠》天书;;紫
6000088;《菩萨保佑》天书;;金
6000089;《超度队友》天书;;暗金
510231;《翻云覆雨掌》秘籍;;暗金
6000091;《粗中有细》天书;;蓝
413148;武当弟子拳套;武当初入弟子所配的拳套，款式朴素，厚重耐用;蓝
6000093;《外功暴伤》天书;;金
6000094;《佛手点穴》天书;;橙
6000095;《以慧击愚》天书;;紫
6000096;《暴击专注》天书;;暗金
6000097;《乘胜追击》天书;;绿
6000098;《掌风干扰》天书;;金
6000099;《上清剑气》天书;;紫
6000100;《四象转移》天书;;绿
6000101;《太清真气》天书;;绿
510219;《飞花摘叶镖》秘籍;;紫
6000103;《截手三式》天书;;绿
6000104;《灭绝一剑》天书;;暗金
6000105;《峨嵋武绝》天书;;紫
6000106;《太虚真气》天书;;紫
510210;《玄机掌法》秘籍;;白
510209;《奇门八式》秘籍;;紫
510208;《沧海龙吟曲》秘籍;;金
6000110;《密洞学武》天书;;紫
6000111;《超凡脱俗》天书;;橙
510205;《百花剑法》秘籍;;金
510204;《玉笛剑法》秘籍;;紫
6000114;《后发先至》天书;;金
6000115;《后发制人》天书;;绿
6000116;《气宗秘诀》天书;;紫
6000117;《一剑封喉》天书;;暗金
6000118;《拳震三山》天书;;金
6000119;《利剑如风》天书;;金
6000120;《太华真气》天书;;橙
510108;《龙爪手》秘籍;;蓝
6000122;《由内致外》天书;;金
6000123;《剑法贯通》天书;;金
6000124;《一击制胜》天书;;暗金
6000125;《出夷入险》天书;;橙
6000126;《五岳精要》天书;;暗金
510101;《鸡飞狗跳》秘籍;;绿
510048;《狂蝎毒典》秘籍;;暗金
6000129;《苦争恶战》天书;;紫
6000130;《战不旋踵》天书;;暗金
6000131;《百战无前》天书;;暗金
6000132;《背水一战》天书;;金
6000133;《决战到底》天书;;金
6000134;《怯防勇战》天书;;白
6000135;《刀光寒影》天书;;金
510040;《掣雷如阳功》秘籍;;暗金
6000137;《短兵相接》天书;;橙
6000138;《兵凶战危》天书;;金
6000139;《单刀直入》天书;;紫
6000140;《一刀两断》天书;;暗金
511501;《三绝棍法》秘籍;;橙
511502;《奇门短打》秘籍;;绿
511503;《三才五格棍》秘籍;;蓝
511504;《醉棍》秘籍;;橙
413201;恶不作的大砍刀;颇为锋利的武器，冬天据说是甜的;蓝
